"DATE","TIME PERIOD","NEW CISS - Composite Indicator of Systemic Stress. (CISS.D.US.Z0Z.4F.EC.SS_CIN.IDX)"
"2003-01-22","22 Jan 2003","0.1051"
"2003-01-23","23 Jan 2003","0.1084"
"2003-01-24","24 Jan 2003","0.1087"
"2003-01-27","27 Jan 2003","0.1057"
"2003-01-28","28 Jan 2003","0.1097"
"2003-01-29","29 Jan 2003","0.1110"
"2003-01-30","30 Jan 2003","0.1031"
"2003-01-31","31 Jan 2003","0.0954"
"2003-02-03","03 Feb 2003","0.0914"
"2003-02-04","04 Feb 2003","0.0913"
"2003-02-05","05 Feb 2003","0.0968"
"2003-02-06","06 Feb 2003","0.0979"
"2003-02-07","07 Feb 2003","0.0938"
"2003-02-10","10 Feb 2003","0.0895"
"2003-02-11","11 Feb 2003","0.0868"
"2003-02-12","12 Feb 2003","0.0853"
"2003-02-13","13 Feb 2003","0.0849"
"2003-02-14","14 Feb 2003","0.0908"
"2003-02-17","17 Feb 2003","0.0898"
"2003-02-18","18 Feb 2003","0.0862"
"2003-02-19","19 Feb 2003","0.0776"
"2003-02-20","20 Feb 2003","0.0782"
"2003-02-21","21 Feb 2003","0.0727"
"2003-02-24","24 Feb 2003","0.0773"
"2003-02-25","25 Feb 2003","0.0730"
"2003-02-26","26 Feb 2003","0.0728"
"2003-02-27","27 Feb 2003","0.0722"
"2003-02-28","28 Feb 2003","0.0675"
"2003-03-03","03 Mar 2003","0.0635"
"2003-03-04","04 Mar 2003","0.0684"
"2003-03-05","05 Mar 2003","0.0676"
"2003-03-06","06 Mar 2003","0.0693"
"2003-03-07","07 Mar 2003","0.0661"
"2003-03-10","10 Mar 2003","0.0754"
"2003-03-11","11 Mar 2003","0.0810"
"2003-03-12","12 Mar 2003","0.0814"
"2003-03-13","13 Mar 2003","0.0747"
"2003-03-14","14 Mar 2003","0.0920"
"2003-03-17","17 Mar 2003","0.1101"
"2003-03-18","18 Mar 2003","0.1162"
"2003-03-19","19 Mar 2003","0.1196"
"2003-03-20","20 Mar 2003","0.1234"
"2003-03-21","21 Mar 2003","0.1486"
"2003-03-24","24 Mar 2003","0.1722"
"2003-03-25","25 Mar 2003","0.1786"
"2003-03-26","26 Mar 2003","0.1770"
"2003-03-27","27 Mar 2003","0.1680"
"2003-03-28","28 Mar 2003","0.1562"
"2003-03-31","31 Mar 2003","0.1858"
"2003-04-01","01 Apr 2003","0.1795"
"2003-04-02","02 Apr 2003","0.1989"
"2003-04-03","03 Apr 2003","0.1907"
"2003-04-04","04 Apr 2003","0.1856"
"2003-04-07","07 Apr 2003","0.1981"
"2003-04-08","08 Apr 2003","0.1950"
"2003-04-09","09 Apr 2003","0.1835"
"2003-04-10","10 Apr 2003","0.1834"
"2003-04-11","11 Apr 2003","0.1779"
"2003-04-14","14 Apr 2003","0.1727"
"2003-04-15","15 Apr 2003","0.1609"
"2003-04-16","16 Apr 2003","0.1536"
"2003-04-17","17 Apr 2003","0.1435"
"2003-04-18","18 Apr 2003","0.1273"
"2003-04-21","21 Apr 2003","0.1125"
"2003-04-22","22 Apr 2003","0.1267"
"2003-04-23","23 Apr 2003","0.1197"
"2003-04-24","24 Apr 2003","0.1178"
"2003-04-25","25 Apr 2003","0.1123"
"2003-04-28","28 Apr 2003","0.1117"
"2003-04-29","29 Apr 2003","0.1027"
"2003-04-30","30 Apr 2003","0.1065"
"2003-05-01","01 May 2003","0.1080"
"2003-05-02","02 May 2003","0.1090"
"2003-05-05","05 May 2003","0.1067"
"2003-05-06","06 May 2003","0.0947"
"2003-05-07","07 May 2003","0.0922"
"2003-05-08","08 May 2003","0.1071"
"2003-05-09","09 May 2003","0.1108"
"2003-05-12","12 May 2003","0.1150"
"2003-05-13","13 May 2003","0.1053"
"2003-05-14","14 May 2003","0.0986"
"2003-05-15","15 May 2003","0.0923"
"2003-05-16","16 May 2003","0.0889"
"2003-05-19","19 May 2003","0.1194"
"2003-05-20","20 May 2003","0.1210"
"2003-05-21","21 May 2003","0.1172"
"2003-05-22","22 May 2003","0.1160"
"2003-05-23","23 May 2003","0.1068"
"2003-05-26","26 May 2003","0.0973"
"2003-05-27","27 May 2003","0.1064"
"2003-05-28","28 May 2003","0.1063"
"2003-05-29","29 May 2003","0.1093"
"2003-05-30","30 May 2003","0.1187"
"2003-06-02","02 Jun 2003","0.1214"
"2003-06-03","03 Jun 2003","0.1236"
"2003-06-04","04 Jun 2003","0.1296"
"2003-06-05","05 Jun 2003","0.1403"
"2003-06-06","06 Jun 2003","0.1433"
"2003-06-09","09 Jun 2003","0.1640"
"2003-06-10","10 Jun 2003","0.1672"
"2003-06-11","11 Jun 2003","0.1660"
"2003-06-12","12 Jun 2003","0.1527"
"2003-06-13","13 Jun 2003","0.1487"
"2003-06-16","16 Jun 2003","0.1518"
"2003-06-17","17 Jun 2003","0.1454"
"2003-06-18","18 Jun 2003","0.1418"
"2003-06-19","19 Jun 2003","0.1464"
"2003-06-20","20 Jun 2003","0.1431"
"2003-06-23","23 Jun 2003","0.1584"
"2003-06-24","24 Jun 2003","0.1511"
"2003-06-25","25 Jun 2003","0.1509"
"2003-06-26","26 Jun 2003","0.1498"
"2003-06-27","27 Jun 2003","0.1445"
"2003-06-30","30 Jun 2003","0.1410"
"2003-07-01","01 Jul 2003","0.1388"
"2003-07-02","02 Jul 2003","0.1314"
"2003-07-03","03 Jul 2003","0.1263"
"2003-07-04","04 Jul 2003","0.1119"
"2003-07-07","07 Jul 2003","0.1275"
"2003-07-08","08 Jul 2003","0.1157"
"2003-07-09","09 Jul 2003","0.1037"
"2003-07-10","10 Jul 2003","0.1030"
"2003-07-11","11 Jul 2003","0.0970"
"2003-07-14","14 Jul 2003","0.0956"
"2003-07-15","15 Jul 2003","0.0956"
"2003-07-16","16 Jul 2003","0.0860"
"2003-07-17","17 Jul 2003","0.0820"
"2003-07-18","18 Jul 2003","0.0809"
"2003-07-21","21 Jul 2003","0.0909"
"2003-07-22","22 Jul 2003","0.0865"
"2003-07-23","23 Jul 2003","0.0850"
"2003-07-24","24 Jul 2003","0.0807"
"2003-07-25","25 Jul 2003","0.0931"
"2003-07-28","28 Jul 2003","0.0870"
"2003-07-29","29 Jul 2003","0.0743"
"2003-07-30","30 Jul 2003","0.0761"
"2003-07-31","31 Jul 2003","0.0715"
"2003-08-01","01 Aug 2003","0.0800"
"2003-08-04","04 Aug 2003","0.0773"
"2003-08-05","05 Aug 2003","0.0894"
"2003-08-06","06 Aug 2003","0.0899"
"2003-08-07","07 Aug 2003","0.0773"
"2003-08-08","08 Aug 2003","0.0789"
"2003-08-11","11 Aug 2003","0.0677"
"2003-08-12","12 Aug 2003","0.0697"
"2003-08-13","13 Aug 2003","0.0634"
"2003-08-14","14 Aug 2003","0.0596"
"2003-08-15","15 Aug 2003","0.0511"
"2003-08-18","18 Aug 2003","0.0494"
"2003-08-19","19 Aug 2003","0.0396"
"2003-08-20","20 Aug 2003","0.0337"
"2003-08-21","21 Aug 2003","0.0369"
"2003-08-22","22 Aug 2003","0.0365"
"2003-08-25","25 Aug 2003","0.0393"
"2003-08-26","26 Aug 2003","0.0396"
"2003-08-27","27 Aug 2003","0.0372"
"2003-08-28","28 Aug 2003","0.0353"
"2003-08-29","29 Aug 2003","0.0345"
"2003-09-01","01 Sep 2003","0.0337"
"2003-09-02","02 Sep 2003","0.0324"
"2003-09-03","03 Sep 2003","0.0318"
"2003-09-04","04 Sep 2003","0.0327"
"2003-09-05","05 Sep 2003","0.0380"
"2003-09-08","08 Sep 2003","0.0355"
"2003-09-09","09 Sep 2003","0.0352"
"2003-09-10","10 Sep 2003","0.0290"
"2003-09-11","11 Sep 2003","0.0307"
"2003-09-12","12 Sep 2003","0.0362"
"2003-09-15","15 Sep 2003","0.0351"
"2003-09-16","16 Sep 2003","0.0271"
"2003-09-17","17 Sep 2003","0.0310"
"2003-09-18","18 Sep 2003","0.0324"
"2003-09-19","19 Sep 2003","0.0375"
"2003-09-22","22 Sep 2003","0.0526"
"2003-09-23","23 Sep 2003","0.0596"
"2003-09-24","24 Sep 2003","0.0757"
"2003-09-25","25 Sep 2003","0.0777"
"2003-09-26","26 Sep 2003","0.0790"
"2003-09-29","29 Sep 2003","0.0847"
"2003-09-30","30 Sep 2003","0.0964"
"2003-10-01","01 Oct 2003","0.1171"
"2003-10-02","02 Oct 2003","0.1127"
"2003-10-03","03 Oct 2003","0.1121"
"2003-10-06","06 Oct 2003","0.1045"
"2003-10-07","07 Oct 2003","0.1069"
"2003-10-08","08 Oct 2003","0.0969"
"2003-10-09","09 Oct 2003","0.0917"
"2003-10-10","10 Oct 2003","0.0857"
"2003-10-13","13 Oct 2003","0.0925"
"2003-10-14","14 Oct 2003","0.0823"
"2003-10-15","15 Oct 2003","0.0671"
"2003-10-16","16 Oct 2003","0.0572"
"2003-10-17","17 Oct 2003","0.0556"
"2003-10-20","20 Oct 2003","0.0485"
"2003-10-21","21 Oct 2003","0.0407"
"2003-10-22","22 Oct 2003","0.0520"
"2003-10-23","23 Oct 2003","0.0494"
"2003-10-24","24 Oct 2003","0.0450"
"2003-10-27","27 Oct 2003","0.0370"
"2003-10-28","28 Oct 2003","0.0418"
"2003-10-29","29 Oct 2003","0.0372"
"2003-10-30","30 Oct 2003","0.0318"
"2003-10-31","31 Oct 2003","0.0312"
"2003-11-03","03 Nov 2003","0.0393"
"2003-11-04","04 Nov 2003","0.0427"
"2003-11-05","05 Nov 2003","0.0397"
"2003-11-06","06 Nov 2003","0.0407"
"2003-11-07","07 Nov 2003","0.0403"
"2003-11-10","10 Nov 2003","0.0365"
"2003-11-11","11 Nov 2003","0.0329"
"2003-11-12","12 Nov 2003","0.0277"
"2003-11-13","13 Nov 2003","0.0393"
"2003-11-14","14 Nov 2003","0.0353"
"2003-11-17","17 Nov 2003","0.0336"
"2003-11-18","18 Nov 2003","0.0345"
"2003-11-19","19 Nov 2003","0.0386"
"2003-11-20","20 Nov 2003","0.0363"
"2003-11-21","21 Nov 2003","0.0318"
"2003-11-24","24 Nov 2003","0.0417"
"2003-11-25","25 Nov 2003","0.0430"
"2003-11-26","26 Nov 2003","0.0444"
"2003-11-27","27 Nov 2003","0.0397"
"2003-11-28","28 Nov 2003","0.0385"
"2003-12-01","01 Dec 2003","0.0330"
"2003-12-02","02 Dec 2003","0.0325"
"2003-12-03","03 Dec 2003","0.0292"
"2003-12-04","04 Dec 2003","0.0293"
"2003-12-05","05 Dec 2003","0.0337"
"2003-12-08","08 Dec 2003","0.0325"
"2003-12-09","09 Dec 2003","0.0262"
"2003-12-10","10 Dec 2003","0.0239"
"2003-12-11","11 Dec 2003","0.0248"
"2003-12-12","12 Dec 2003","0.0262"
"2003-12-15","15 Dec 2003","0.0223"
"2003-12-16","16 Dec 2003","0.0215"
"2003-12-17","17 Dec 2003","0.0197"
"2003-12-18","18 Dec 2003","0.0147"
"2003-12-19","19 Dec 2003","0.0137"
"2003-12-22","22 Dec 2003","0.0141"
"2003-12-23","23 Dec 2003","0.0160"
"2003-12-24","24 Dec 2003","0.0161"
"2003-12-25","25 Dec 2003","0.0148"
"2003-12-26","26 Dec 2003","0.0149"
"2003-12-29","29 Dec 2003","0.0116"
"2003-12-30","30 Dec 2003","0.0134"
"2003-12-31","31 Dec 2003","0.0138"
"2004-01-01","01 Jan 2004","0.0122"
"2004-01-02","02 Jan 2004","0.0141"
"2004-01-05","05 Jan 2004","0.0082"
"2004-01-06","06 Jan 2004","0.0103"
"2004-01-07","07 Jan 2004","0.0101"
"2004-01-08","08 Jan 2004","0.0064"
"2004-01-09","09 Jan 2004","0.0036"
"2004-01-12","12 Jan 2004","0.0034"
"2004-01-13","13 Jan 2004","0.0024"
"2004-01-14","14 Jan 2004","0.0023"
"2004-01-15","15 Jan 2004","0.0023"
"2004-01-16","16 Jan 2004","0.0031"
"2004-01-19","19 Jan 2004","0.0025"
"2004-01-20","20 Jan 2004","0.0032"
"2004-01-21","21 Jan 2004","0.0019"
"2004-01-22","22 Jan 2004","0.0017"
"2004-01-23","23 Jan 2004","0.0024"
"2004-01-26","26 Jan 2004","0.0019"
"2004-01-27","27 Jan 2004","0.0012"
"2004-01-28","28 Jan 2004","0.0039"
"2004-01-29","29 Jan 2004","0.0043"
"2004-01-30","30 Jan 2004","0.0046"
"2004-02-02","02 Feb 2004","0.0043"
"2004-02-03","03 Feb 2004","0.0045"
"2004-02-04","04 Feb 2004","0.0031"
"2004-02-05","05 Feb 2004","0.0029"
"2004-02-06","06 Feb 2004","0.0043"
"2004-02-09","09 Feb 2004","0.0041"
"2004-02-10","10 Feb 2004","0.0042"
"2004-02-11","11 Feb 2004","0.0049"
"2004-02-12","12 Feb 2004","0.0048"
"2004-02-13","13 Feb 2004","0.0039"
"2004-02-16","16 Feb 2004","0.0036"
"2004-02-17","17 Feb 2004","0.0034"
"2004-02-18","18 Feb 2004","0.0027"
"2004-02-19","19 Feb 2004","0.0023"
"2004-02-20","20 Feb 2004","0.0028"
"2004-02-23","23 Feb 2004","0.0029"
"2004-02-24","24 Feb 2004","0.0036"
"2004-02-25","25 Feb 2004","0.0051"
"2004-02-26","26 Feb 2004","0.0063"
"2004-02-27","27 Feb 2004","0.0058"
"2004-03-01","01 Mar 2004","0.0049"
"2004-03-02","02 Mar 2004","0.0051"
"2004-03-03","03 Mar 2004","0.0068"
"2004-03-04","04 Mar 2004","0.0088"
"2004-03-05","05 Mar 2004","0.0115"
"2004-03-08","08 Mar 2004","0.0149"
"2004-03-09","09 Mar 2004","0.0159"
"2004-03-10","10 Mar 2004","0.0141"
"2004-03-11","11 Mar 2004","0.0192"
"2004-03-12","12 Mar 2004","0.0210"
"2004-03-15","15 Mar 2004","0.0260"
"2004-03-16","16 Mar 2004","0.0361"
"2004-03-17","17 Mar 2004","0.0382"
"2004-03-18","18 Mar 2004","0.0425"
"2004-03-19","19 Mar 2004","0.0426"
"2004-03-22","22 Mar 2004","0.0490"
"2004-03-23","23 Mar 2004","0.0446"
"2004-03-24","24 Mar 2004","0.0404"
"2004-03-25","25 Mar 2004","0.0405"
"2004-03-26","26 Mar 2004","0.0364"
"2004-03-29","29 Mar 2004","0.0348"
"2004-03-30","30 Mar 2004","0.0280"
"2004-03-31","31 Mar 2004","0.0295"
"2004-04-01","01 Apr 2004","0.0290"
"2004-04-02","02 Apr 2004","0.0391"
"2004-04-05","05 Apr 2004","0.0366"
"2004-04-06","06 Apr 2004","0.0323"
"2004-04-07","07 Apr 2004","0.0276"
"2004-04-08","08 Apr 2004","0.0253"
"2004-04-09","09 Apr 2004","0.0228"
"2004-04-12","12 Apr 2004","0.0223"
"2004-04-13","13 Apr 2004","0.0211"
"2004-04-14","14 Apr 2004","0.0214"
"2004-04-15","15 Apr 2004","0.0177"
"2004-04-16","16 Apr 2004","0.0202"
"2004-04-19","19 Apr 2004","0.0179"
"2004-04-20","20 Apr 2004","0.0167"
"2004-04-21","21 Apr 2004","0.0144"
"2004-04-22","22 Apr 2004","0.0165"
"2004-04-23","23 Apr 2004","0.0158"
"2004-04-26","26 Apr 2004","0.0113"
"2004-04-27","27 Apr 2004","0.0098"
"2004-04-28","28 Apr 2004","0.0104"
"2004-04-29","29 Apr 2004","0.0098"
"2004-04-30","30 Apr 2004","0.0081"
"2004-05-03","03 May 2004","0.0076"
"2004-05-04","04 May 2004","0.0084"
"2004-05-05","05 May 2004","0.0070"
"2004-05-06","06 May 2004","0.0072"
"2004-05-07","07 May 2004","0.0378"
"2004-05-10","10 May 2004","0.0512"
"2004-05-11","11 May 2004","0.0517"
"2004-05-12","12 May 2004","0.0472"
"2004-05-13","13 May 2004","0.0423"
"2004-05-14","14 May 2004","0.0347"
"2004-05-17","17 May 2004","0.0514"
"2004-05-18","18 May 2004","0.0496"
"2004-05-19","19 May 2004","0.0468"
"2004-05-20","20 May 2004","0.0489"
"2004-05-21","21 May 2004","0.0434"
"2004-05-24","24 May 2004","0.0387"
"2004-05-25","25 May 2004","0.0358"
"2004-05-26","26 May 2004","0.0305"
"2004-05-27","27 May 2004","0.0313"
"2004-05-28","28 May 2004","0.0266"
"2004-05-31","31 May 2004","0.0210"
"2004-06-01","01 Jun 2004","0.0127"
"2004-06-02","02 Jun 2004","0.0105"
"2004-06-03","03 Jun 2004","0.0081"
"2004-06-04","04 Jun 2004","0.0078"
"2004-06-07","07 Jun 2004","0.0071"
"2004-06-08","08 Jun 2004","0.0049"
"2004-06-09","09 Jun 2004","0.0055"
"2004-06-10","10 Jun 2004","0.0043"
"2004-06-11","11 Jun 2004","0.0037"
"2004-06-14","14 Jun 2004","0.0035"
"2004-06-15","15 Jun 2004","0.0110"
"2004-06-16","16 Jun 2004","0.0110"
"2004-06-17","17 Jun 2004","0.0099"
"2004-06-18","18 Jun 2004","0.0101"
"2004-06-21","21 Jun 2004","0.0089"
"2004-06-22","22 Jun 2004","0.0075"
"2004-06-23","23 Jun 2004","0.0064"
"2004-06-24","24 Jun 2004","0.0077"
"2004-06-25","25 Jun 2004","0.0056"
"2004-06-28","28 Jun 2004","0.0065"
"2004-06-29","29 Jun 2004","0.0061"
"2004-06-30","30 Jun 2004","0.0060"
"2004-07-01","01 Jul 2004","0.0045"
"2004-07-02","02 Jul 2004","0.0066"
"2004-07-05","05 Jul 2004","0.0053"
"2004-07-06","06 Jul 2004","0.0038"
"2004-07-07","07 Jul 2004","0.0035"
"2004-07-08","08 Jul 2004","0.0034"
"2004-07-09","09 Jul 2004","0.0031"
"2004-07-12","12 Jul 2004","0.0036"
"2004-07-13","13 Jul 2004","0.0043"
"2004-07-14","14 Jul 2004","0.0047"
"2004-07-15","15 Jul 2004","0.0049"
"2004-07-16","16 Jul 2004","0.0088"
"2004-07-19","19 Jul 2004","0.0068"
"2004-07-20","20 Jul 2004","0.0075"
"2004-07-21","21 Jul 2004","0.0185"
"2004-07-22","22 Jul 2004","0.0158"
"2004-07-23","23 Jul 2004","0.0196"
"2004-07-26","26 Jul 2004","0.0165"
"2004-07-27","27 Jul 2004","0.0202"
"2004-07-28","28 Jul 2004","0.0182"
"2004-07-29","29 Jul 2004","0.0148"
"2004-07-30","30 Jul 2004","0.0154"
"2004-08-02","02 Aug 2004","0.0138"
"2004-08-03","03 Aug 2004","0.0120"
"2004-08-04","04 Aug 2004","0.0093"
"2004-08-05","05 Aug 2004","0.0105"
"2004-08-06","06 Aug 2004","0.0553"
"2004-08-09","09 Aug 2004","0.0601"
"2004-08-10","10 Aug 2004","0.0610"
"2004-08-11","11 Aug 2004","0.0578"
"2004-08-12","12 Aug 2004","0.0549"
"2004-08-13","13 Aug 2004","0.0469"
"2004-08-16","16 Aug 2004","0.0424"
"2004-08-17","17 Aug 2004","0.0349"
"2004-08-18","18 Aug 2004","0.0289"
"2004-08-19","19 Aug 2004","0.0254"
"2004-08-20","20 Aug 2004","0.0200"
"2004-08-23","23 Aug 2004","0.0203"
"2004-08-24","24 Aug 2004","0.0160"
"2004-08-25","25 Aug 2004","0.0140"
"2004-08-26","26 Aug 2004","0.0121"
"2004-08-27","27 Aug 2004","0.0082"
"2004-08-30","30 Aug 2004","0.0072"
"2004-08-31","31 Aug 2004","0.0073"
"2004-09-01","01 Sep 2004","0.0056"
"2004-09-02","02 Sep 2004","0.0053"
"2004-09-03","03 Sep 2004","0.0071"
"2004-09-06","06 Sep 2004","0.0053"
"2004-09-07","07 Sep 2004","0.0048"
"2004-09-08","08 Sep 2004","0.0049"
"2004-09-09","09 Sep 2004","0.0040"
"2004-09-10","10 Sep 2004","0.0033"
"2004-09-13","13 Sep 2004","0.0021"
"2004-09-14","14 Sep 2004","0.0017"
"2004-09-15","15 Sep 2004","0.0019"
"2004-09-16","16 Sep 2004","0.0018"
"2004-09-17","17 Sep 2004","0.0015"
"2004-09-20","20 Sep 2004","0.0014"
"2004-09-21","21 Sep 2004","0.0013"
"2004-09-22","22 Sep 2004","0.0041"
"2004-09-23","23 Sep 2004","0.0041"
"2004-09-24","24 Sep 2004","0.0044"
"2004-09-27","27 Sep 2004","0.0062"
"2004-09-28","28 Sep 2004","0.0077"
"2004-09-29","29 Sep 2004","0.0115"
"2004-09-30","30 Sep 2004","0.0143"
"2004-10-01","01 Oct 2004","0.0214"
"2004-10-04","04 Oct 2004","0.0165"
"2004-10-05","05 Oct 2004","0.0124"
"2004-10-06","06 Oct 2004","0.0145"
"2004-10-07","07 Oct 2004","0.0184"
"2004-10-08","08 Oct 2004","0.0323"
"2004-10-11","11 Oct 2004","0.0239"
"2004-10-12","12 Oct 2004","0.0186"
"2004-10-13","13 Oct 2004","0.0187"
"2004-10-14","14 Oct 2004","0.0259"
"2004-10-15","15 Oct 2004","0.0204"
"2004-10-18","18 Oct 2004","0.0139"
"2004-10-19","19 Oct 2004","0.0167"
"2004-10-20","20 Oct 2004","0.0135"
"2004-10-21","21 Oct 2004","0.0116"
"2004-10-22","22 Oct 2004","0.0119"
"2004-10-25","25 Oct 2004","0.0107"
"2004-10-26","26 Oct 2004","0.0099"
"2004-10-27","27 Oct 2004","0.0067"
"2004-10-28","28 Oct 2004","0.0049"
"2004-10-29","29 Oct 2004","0.0044"
"2004-11-01","01 Nov 2004","0.0049"
"2004-11-02","02 Nov 2004","0.0055"
"2004-11-03","03 Nov 2004","0.0056"
"2004-11-04","04 Nov 2004","0.0081"
"2004-11-05","05 Nov 2004","0.0085"
"2004-11-08","08 Nov 2004","0.0065"
"2004-11-09","09 Nov 2004","0.0061"
"2004-11-10","10 Nov 2004","0.0089"
"2004-11-11","11 Nov 2004","0.0081"
"2004-11-12","12 Nov 2004","0.0071"
"2004-11-15","15 Nov 2004","0.0044"
"2004-11-16","16 Nov 2004","0.0048"
"2004-11-17","17 Nov 2004","0.0044"
"2004-11-18","18 Nov 2004","0.0026"
"2004-11-19","19 Nov 2004","0.0079"
"2004-11-22","22 Nov 2004","0.0042"
"2004-11-23","23 Nov 2004","0.0038"
"2004-11-24","24 Nov 2004","0.0032"
"2004-11-25","25 Nov 2004","0.0033"
"2004-11-26","26 Nov 2004","0.0041"
"2004-11-29","29 Nov 2004","0.0067"
"2004-11-30","30 Nov 2004","0.0073"
"2004-12-01","01 Dec 2004","0.0122"
"2004-12-02","02 Dec 2004","0.0111"
"2004-12-03","03 Dec 2004","0.0188"
"2004-12-06","06 Dec 2004","0.0176"
"2004-12-07","07 Dec 2004","0.0193"
"2004-12-08","08 Dec 2004","0.0245"
"2004-12-09","09 Dec 2004","0.0235"
"2004-12-10","10 Dec 2004","0.0171"
"2004-12-13","13 Dec 2004","0.0148"
"2004-12-14","14 Dec 2004","0.0122"
"2004-12-15","15 Dec 2004","0.0143"
"2004-12-16","16 Dec 2004","0.0166"
"2004-12-17","17 Dec 2004","0.0126"
"2004-12-20","20 Dec 2004","0.0102"
"2004-12-21","21 Dec 2004","0.0076"
"2004-12-22","22 Dec 2004","0.0061"
"2004-12-23","23 Dec 2004","0.0052"
"2004-12-24","24 Dec 2004","0.0041"
"2004-12-27","27 Dec 2004","0.0048"
"2004-12-28","28 Dec 2004","0.0041"
"2004-12-29","29 Dec 2004","0.0046"
"2004-12-30","30 Dec 2004","0.0055"
"2004-12-31","31 Dec 2004","0.0063"
"2005-01-03","03 Jan 2005","0.0066"
"2005-01-04","04 Jan 2005","0.0148"
"2005-01-05","05 Jan 2005","0.0124"
"2005-01-06","06 Jan 2005","0.0100"
"2005-01-07","07 Jan 2005","0.0077"
"2005-01-10","10 Jan 2005","0.0069"
"2005-01-11","11 Jan 2005","0.0072"
"2005-01-12","12 Jan 2005","0.0064"
"2005-01-13","13 Jan 2005","0.0080"
"2005-01-14","14 Jan 2005","0.0060"
"2005-01-17","17 Jan 2005","0.0048"
"2005-01-18","18 Jan 2005","0.0048"
"2005-01-19","19 Jan 2005","0.0075"
"2005-01-20","20 Jan 2005","0.0096"
"2005-01-21","21 Jan 2005","0.0101"
"2005-01-24","24 Jan 2005","0.0100"
"2005-01-25","25 Jan 2005","0.0068"
"2005-01-26","26 Jan 2005","0.0044"
"2005-01-27","27 Jan 2005","0.0034"
"2005-01-28","28 Jan 2005","0.0040"
"2005-01-31","31 Jan 2005","0.0059"
"2005-02-01","01 Feb 2005","0.0074"
"2005-02-02","02 Feb 2005","0.0085"
"2005-02-03","03 Feb 2005","0.0097"
"2005-02-04","04 Feb 2005","0.0141"
"2005-02-07","07 Feb 2005","0.0121"
"2005-02-08","08 Feb 2005","0.0097"
"2005-02-09","09 Feb 2005","0.0136"
"2005-02-10","10 Feb 2005","0.0140"
"2005-02-11","11 Feb 2005","0.0098"
"2005-02-14","14 Feb 2005","0.0083"
"2005-02-15","15 Feb 2005","0.0073"
"2005-02-16","16 Feb 2005","0.0066"
"2005-02-17","17 Feb 2005","0.0085"
"2005-02-18","18 Feb 2005","0.0096"
"2005-02-21","21 Feb 2005","0.0083"
"2005-02-22","22 Feb 2005","0.0246"
"2005-02-23","23 Feb 2005","0.0178"
"2005-02-24","24 Feb 2005","0.0131"
"2005-02-25","25 Feb 2005","0.0112"
"2005-02-28","28 Feb 2005","0.0130"
"2005-03-01","01 Mar 2005","0.0113"
"2005-03-02","02 Mar 2005","0.0094"
"2005-03-03","03 Mar 2005","0.0071"
"2005-03-04","04 Mar 2005","0.0195"
"2005-03-07","07 Mar 2005","0.0145"
"2005-03-08","08 Mar 2005","0.0135"
"2005-03-09","09 Mar 2005","0.0223"
"2005-03-10","10 Mar 2005","0.0191"
"2005-03-11","11 Mar 2005","0.0193"
"2005-03-14","14 Mar 2005","0.0146"
"2005-03-15","15 Mar 2005","0.0141"
"2005-03-16","16 Mar 2005","0.0156"
"2005-03-17","17 Mar 2005","0.0136"
"2005-03-18","18 Mar 2005","0.0120"
"2005-03-21","21 Mar 2005","0.0139"
"2005-03-22","22 Mar 2005","0.0182"
"2005-03-23","23 Mar 2005","0.0171"
"2005-03-24","24 Mar 2005","0.0148"
"2005-03-25","25 Mar 2005","0.0134"
"2005-03-28","28 Mar 2005","0.0114"
"2005-03-29","29 Mar 2005","0.0124"
"2005-03-30","30 Mar 2005","0.0146"
"2005-03-31","31 Mar 2005","0.0161"
"2005-04-01","01 Apr 2005","0.0253"
"2005-04-04","04 Apr 2005","0.0199"
"2005-04-05","05 Apr 2005","0.0172"
"2005-04-06","06 Apr 2005","0.0187"
"2005-04-07","07 Apr 2005","0.0179"
"2005-04-08","08 Apr 2005","0.0195"
"2005-04-11","11 Apr 2005","0.0165"
"2005-04-12","12 Apr 2005","0.0200"
"2005-04-13","13 Apr 2005","0.0266"
"2005-04-14","14 Apr 2005","0.0309"
"2005-04-15","15 Apr 2005","0.0425"
"2005-04-18","18 Apr 2005","0.0338"
"2005-04-19","19 Apr 2005","0.0317"
"2005-04-20","20 Apr 2005","0.0331"
"2005-04-21","21 Apr 2005","0.0304"
"2005-04-22","22 Apr 2005","0.0277"
"2005-04-25","25 Apr 2005","0.0224"
"2005-04-26","26 Apr 2005","0.0195"
"2005-04-27","27 Apr 2005","0.0167"
"2005-04-28","28 Apr 2005","0.0168"
"2005-04-29","29 Apr 2005","0.0156"
"2005-05-02","02 May 2005","0.0126"
"2005-05-03","03 May 2005","0.0114"
"2005-05-04","04 May 2005","0.0108"
"2005-05-05","05 May 2005","0.0112"
"2005-05-06","06 May 2005","0.0169"
"2005-05-09","09 May 2005","0.0151"
"2005-05-10","10 May 2005","0.0185"
"2005-05-11","11 May 2005","0.0178"
"2005-05-12","12 May 2005","0.0220"
"2005-05-13","13 May 2005","0.0251"
"2005-05-16","16 May 2005","0.0181"
"2005-05-17","17 May 2005","0.0189"
"2005-05-18","18 May 2005","0.0161"
"2005-05-19","19 May 2005","0.0151"
"2005-05-20","20 May 2005","0.0189"
"2005-05-23","23 May 2005","0.0202"
"2005-05-24","24 May 2005","0.0233"
